Flow ID, Source IP, Source Port, Destination IP, Destination Port, Protocol, Timestamp, Flow Duration, Total Fwd Packets, Total Backward Packets, Total Length of Fwd Packets, Total Length of Bwd Packets, Fwd Packet Length Max, Fwd Packet Length Min, Fwd Packet Length Mean, Fwd Packet Length Std, Bwd Packet Length Max, Bwd Packet Length Min, Bwd Packet Length Mean, Bwd Packet Length Std, Flow Bytes/s, Flow Packets/s, Flow IAT Mean, Flow IAT Std, Flow IAT Max, Flow IAT Min, Fwd IAT Total, Fwd IAT Mean, Fwd IAT Std, Fwd IAT Max, Fwd IAT Min, Bwd IAT Total, Bwd IAT Mean, Bwd IAT Std, Bwd IAT Max, Bwd IAT Min, Fwd PSH Flags, Bwd PSH Flags, Fwd URG Flags, Bwd URG Flags, Fwd Header Length, Bwd Header Length, Fwd Packets/s, Bwd Packets/s, Min Packet Length, Max Packet Length, Packet Length Mean, Packet Length Std, Packet Length Variance, FIN Flag Count, SYN Flag Count, RST Flag Count, PSH Flag Count, ACK Flag Count, URG Flag Count, CWE Flag Count, ECE Flag Count, Down/Up Ratio, Average Packet Size, Avg Fwd Segment Size, Avg Bwd Segment Size, Fwd Header Length, Fwd Avg Bytes/Bulk, Fwd Avg Packets/Bulk, Fwd Avg Bulk Rate, Bwd Avg Bytes/Bulk, Bwd Avg Packets/Bulk, Bwd Avg Bulk Rate, Subflow Fwd Packets, Subflow Fwd Bytes, Subflow Bwd Packets, Subflow Bwd Bytes, Init_Win_bytes_forward, Init_Win_bytes_backward, act_data_pkt_fwd, min_seg_size_forward, Active Mean, Active Std, Active Max, Active Min, Idle Mean, Idle Std, Idle Max, Idle Min, Label
91.48.223.50-192.168.10.3-5353-29380-6,192.168.10.3,29380,91.48.223.50,5353,6,6/7/2017 3:48:19,3422713,5,16,518,3119,175,20,103.64,71.4776,374,76,194.959,116.645,1062.6073527052954,6.135483752216444,171136,254566,900002,21656,3248842,812211,969898,3091026,115404,3143818,209588,368155,841781,40111,0,0,0,0,160,512,1.46083,4.67465,20,374,165.318,114.709,13158.1,1,0,0,1,0,0,0,0,3,173.19,103.64,194.959,160,0,0,0,0,0,0,5,518,16,3119,-1,65535,2,32,0,0,0,0,0,0,0,0,BENIGN
192.168.10.7-192.168.10.5-53-41717-17,192.168.10.5,41717,192.168.10.7,53,17,6/7/2017 3:48:24,6257,1,1,22,40,22,22,21.7691,0,40,40,39.9213,0,9908.902029726707,319.642000958926,6257,0,6257,356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,159.821,159.821,22,40,20.6667,13.6374,185.978,0,0,0,0,0,0,0,0,1,31,21.7691,39.9213,8,0,0,0,0,0,0,1,22,1,40,-1,-1,1,8,0,0,0,0,0,0,0,0,BENIGN
216.94.96.209-192.168.10.3-137-25534-17,192.168.10.3,25534,216.94.96.209,137,17,6/7/2017 3:48:36,4709,1,1,33,305,33,33,33.1261,0,305,305,305.484,0,71777.44744107028,424.71862391165854,4709,0,4709,657,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,212.359,212.359,33,305,112.667,147.488,21752.6,0,0,0,0,0,0,0,0,1,169,33.1261,305.484,8,0,0,0,0,0,0,1,33,1,305,-1,-1,1,8,0,0,0,0,0,0,0,0,BENIGN
199.60.1.50-192.168.10.12-443-18949-6,192.168.10.12,18949,199.60.1.50,443,6,6/7/2017 3:50:41,2436268,6,18,634,11071,252,47,105.676,69.3194,1120,191,615.077,293.377,4804.479638529095,9.851132962383447,105925,234019,439116,19710,1720256,344051,881360,1720256,31773,2428900,142876,312762,1061623,14473,0,0,0,0,192,576,2.46278,7.38835,47,1120,468.2,338.806,114789,1,0,0,1,0,0,0,0,3,487.708,105.676,615.077,192,0,0,0,0,0,0,6,634,18,11071,64240,5840,4,32,0,0,0,0,0,0,0,0,BENIGN
23.89.123.186-192.168.10.8-80-50141-6,192.168.10.8,50141,23.89.123.186,80,6,6/7/2017 3:50:46,11496,5,2,929,1282,295,113,185.79,70.5851,1142,12,641.141,448.316,192327.7661795407,608.9074460681977,1916,3404.07,8977,489,8840,2210.11,3318.85,7862,7,8060,8060.26,0,8060,818,0,0,0,0,160,64,434.934,173.974,12,1142,276.375,323.822,104860,0,0,0,0,0,0,0,0,0,315.857,185.79,641.141,160,0,0,0,0,0,0,5,929,2,1282,29200,-1,3,32,0,0,0,0,0,0,0,0,BENIGN
31.95.253.195-192.168.10.9-443-27714-6,192.168.10.9,27714,31.95.253.195,443,6,6/7/2017 3:52:09,129671,3,24,388,2677,310,0,129.286,97.6356,259,14,111.548,77.4022,23636.74221684108,208.21926259533743,4987.35,7338.07,21746,746,102966,51483,88047.4,102966,2236,80969,3520.39,4144.62,15470,260,0,0,0,0,96,768,23.1355,185.084,0,310,109.464,80.2005,6432.13,1,0,1,0,1,0,0,0,8,113.519,129.286,111.548,96,0,0,0,0,0,0,3,388,24,2677,8192,-1,1,32,0,0,0,0,0,0,0,0,BENIGN
151.213.217.46-192.168.10.5-80-33016-6,192.168.10.5,33016,151.213.217.46,80,6,6/7/2017 3:52:24,95948,8,1,442,1426,101,12,55.2867,35.979,1426,1426,1425.74,0,19468.87897611206,93.80080877141785,11993.5,35832.6,52521,901,63249,9035.58,26471.9,49404,1085,0,0,0,0,0,0,0,0,0,160,20,83.3785,10.4223,12,1426,186.8,432.525,187078,0,0,0,0,0,0,0,0,0,207.556,55.2867,1425.74,160,0,0,0,0,0,0,8,442,1,1426,29200,-1,6,20,0,0,0,0,0,0,0,0,BENIGN
172.29.146.190-192.168.10.8-443-13973-6,192.168.10.8,13973,172.29.146.190,443,6,6/7/2017 3:53:34,3814496,47,4,3627,9924,172,41,77.1632,53.0864,4948,833,2481.1,1333.02,3552.500775987182,13.370049411508099,76289.9,108316,333869,12842,3429796,74560.8,109639,237691,15368,3143847,1.04795e+06,1.23099e+06,3133144,200543,0,0,0,0,1504,128,12.3214,1.04863,41,4948,260.596,748.124,559689,1,0,0,1,1,1,0,0,0,265.706,77.1632,2481.1,1504,0,0,0,0,0,0,47,3627,4,9924,8192,65535,29,32,0,0,0,0,0,0,0,0,BENIGN
104.206.187.127-192.168.10.15-443-7107-6,192.168.10.15,7107,104.206.187.127,443,6,6/7/2017 3:53:44,2271401,17,4,542,3206,72,20,31.9111,18.0872,2265,9,801.538,634.397,1650.08292239019,9.245395242847916,113570,177690,630367,25260,1453014,90813.4,119490,337059,14409,1281208,427069,781676,1281208,99879,1,0,0,0,544,128,7.48437,1.76103,9,2265,170.364,410.273,168324,1,0,0,1,0,0,0,0,0,178.476,31.9111,801.538,544,0,0,0,0,0,0,17,542,4,3206,8192,28960,11,32,0,0,0,0,0,0,0,0,BENIGN
104.71.118.64-192.168.10.5-21-6413-6,192.168.10.5,6413,104.71.118.64,21,6,6/7/2017 3:54:46,1983137,39,5,6187,552,308,89,158.641,87.9752,214,60,110.359,89.8973,3398.15151449446,22.18707028309189,46119.5,71019.4,128458,6928,1553252,40875,71431.4,218831,7806,1309405,327351,482308,966948,78187,0,0,0,0,780,100,19.6658,2.52126,60,308,149.756,89.5815,8024.84,1,0,0,1,0,0,0,0,0,153.159,158.641,110.359,780,0,0,0,0,0,0,39,6187,5,552,-1,0,15,20,0,0,0,0,0,0,0,0,BENIGN
31.6.233.52-192.168.10.9-443-50861-6,192.168.10.9,50861,31.6.233.52,443,6,6/7/2017 3:54:50,722279,10,8,1095,9427,176,36,109.467,49.9527,2541,504,1178.32,634.51,14567.777825466337,24.92111773982076,42487,41896.6,135793,1385,434499,48277.6,56999.6,191322,8525,458927,65561,54481.4,177151,18337,0,0,0,0,200,160,13.8451,11.0761,36,2541,553.789,680.7,463353,1,0,0,0,1,0,0,0,0,584.556,109.467,1178.32,200,0,0,0,0,0,0,10,1095,8,9427,29200,-1,5,20,0,0,0,0,0,0,0,0,BENIGN
31.139.52.68-192.168.10.3-443-23883-6,192.168.10.3,23883,31.139.52.68,443,6,6/7/2017 3:55:25,93710,11,3,781,1476,188,23,71.0331,57.8769,896,363,492.067,233.951,24084.942908974495,149.3970760857966,7208.46,17156.7,39929,838,72191,7219.11,14738.8,49679,1503,62875,31437.7,86599,62875,4766,0,0,0,0,220,60,117.383,32.0137,23,896,150.467,210.531,44323.2,0,0,0,0,1,0,0,0,0,161.214,71.0331,492.067,220,0,0,0,0,0,0,11,781,3,1476,65535,5840,8,20,0,0,0,0,0,0,0,0,BENIGN
192.168.10.57-192.168.10.15-389-44163-6,192.168.10.15,44163,192.168.10.57,389,6,6/7/2017 3:56:00,16981874,7,34,227,52468,65,14,32.4402,14.2501,2878,1124,1543.17,790.476,3103.014425851941,2.414338959292714,424547,491091,1446376,16526,12952957,2.15883e+06,2.79297e+06,8546783,598455,15287737,463265,460942,1763488,94351,0,0,0,0,140,680,0.412204,2.00213,14,2878,1254.64,917.756,842276,0,0,0,0,0,0,0,0,4,1285.24,32.4402,1543.17,140,0,0,0,0,0,0,7,227,34,52468,65535,-1,4,20,600013,111316,729794,472426,1.11955e+07,0,11195527,11195527,BENIGN
192.168.10.10-192.168.10.5-53-16425-17,192.168.10.5,16425,192.168.10.10,53,17,6/7/2017 3:57:38,5090,2,1,54,91,30,26,26.7741,2.2507,91,91,90.7807,0,28487.22986247544,589.3909626719058,2545,763.5,3619,300,3781,3780.92,0,3781,475,0,0,0,0,0,0,0,0,0,16,8,392.927,196.464,26,91,36.25,32.4721,1054.44,0,0,0,0,0,0,0,0,0,48.3333,26.7741,90.7807,16,0,0,0,0,0,0,2,54,1,91,-1,-1,2,8,0,0,0,0,0,0,0,0,BENIGN
8.15.245.239-192.168.10.5-8080-3778-6,192.168.10.5,3778,8.15.245.239,8080,6,6/7/2017 3:58:25,1609890,11,3,2523,4558,375,95,229.393,109.9,2722,788,1519.41,781.599,4398.437160302878,8.696246327388828,123838,280235,922023,19833,1586648,158665,342723,785107,32751,948039,474019,1.25792e+06,948039,119745,0,0,0,0,220,60,6.83276,1.86348,95,2722,472.067,649.402,421724,0,0,0,0,0,0,0,0,0,505.786,229.393,1519.41,220,0,0,0,0,0,0,11,2523,3,4558,29200,-1,6,20,0,0,0,0,0,0,0,0,BENIGN
13.169.128.234-192.168.10.12-443-48743-6,192.168.10.12,48743,13.169.128.234,443,6,6/7/2017 3:59:41,6069375,29,6,2757,12286,180,37,95.0861,50.0671,3866,1374,2047.61,1303.16,2478.5089074245698,5.766656369066007,178511,399947,951608,9857,4723145,168684,383525,604916,16001,3980965,796193,1.86162e+06,3474097,25210,0,0,0,0,928,192,4.77809,0.98857,37,3866,417.861,913.702,834851,0,0,0,0,0,0,0,0,0,429.8,95.0861,2047.61,928,0,0,0,0,0,0,29,2757,6,12286,65535,4380,14,32,178011,0,178011,178011,5.17241e+06,1.60496e+06,6069375,4065376,BENIGN
199.125.47.89-192.168.10.5-53-63517-17,192.168.10.5,63517,199.125.47.89,53,17,6/7/2017 4:00:07,11016,1,1,39,85,39,39,39.1661,0,85,85,84.718,0,11256.354393609296,181.55410312273057,11016,0,11016,2720,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,90.7771,90.7771,39,85,41.3333,30.7158,943.463,0,0,0,0,0,0,0,0,1,62,39.1661,84.718,8,0,0,0,0,0,0,1,39,1,85,-1,-1,1,8,0,0,0,0,0,0,0,0,BENIGN
31.151.108.64-192.168.10.5-443-42861-6,192.168.10.5,42861,31.151.108.64,443,6,6/7/2017 4:02:07,43940,13,5,1668,2378,201,68,128.27,70.328,936,86,475.663,356.545,92080.10923987256,409.64952207555757,2584.71,3852.78,7077,225,28576,2381.35,3667.02,7203,166,43154,10788.5,18685.6,32634,2405,0,0,0,0,260,100,295.858,113.792,68,936,212.947,251.466,63235,0,0,0,0,1,0,0,0,0,224.778,128.27,475.663,260,0,0,0,0,0,0,13,1668,5,2378,65535,-1,7,20,0,0,0,0,0,0,0,0,BENIGN
151.180.183.229-192.168.10.8-80-27780-6,192.168.10.8,27780,151.180.183.229,80,6,6/7/2017 4:02:22,242909,5,10,2140,3727,1075,238,427.919,354.896,808,130,372.656,234.87,24153.077901601013,61.75152011658687,17350.6,24120.5,61177,1491,180606,45151.5,54116.1,180606,12724,191515,21279.4,35309.6,100846,4495,0,0,0,0,160,320,20.5838,41.1677,130,1075,366.688,282.901,80033,0,0,0,0,0,0,0,0,2,391.133,427.919,372.656,160,0,0,0,0,0,0,5,2140,10,3727,29200,-1,2,32,0,0,0,0,0,0,0,0,BENIGN
192.168.10.56-192.168.10.12-10450-55391-6,192.168.10.12,55391,192.168.10.56,10450,6,6/7/2017 4:03:31,1306629,3,5,135,2262,73,19,45.092,25.4916,856,198,452.475,355.196,1834.491657540128,6.122625473642479,186661,490868,905398,6884,895404,447702,1.40888e+06,895404,104324,907919,226980,605401,907919,38763,0,0,0,0,60,100,2.29598,3.82664,19,856,266.333,345.119,119107,0,0,0,0,0,0,0,0,1,299.625,45.092,452.475,60,0,0,0,0,0,0,3,135,5,2262,8192,65535,1,20,0,0,0,0,0,0,0,0,BENIGN
8.183.235.153-192.168.10.3-80-11158-6,192.168.10.3,11158,8.183.235.153,80,6,6/7/2017 4:03:55,161454,4,2,196,1716,85,33,48.9255,23.0205,1370,478,857.825,476.87,11842.382350390824,37.16228771043146,32290.8,45385.7,107315,8414,99043,33014.2,49437.6,99043,1457,147345,147345,0,147345,19614,0,0,0,0,128,64,24.7749,12.3874,33,1370,273.143,472.887,223622,0,0,0,0,1,0,0,0,0,318.667,48.9255,857.825,128,0,0,0,0,0,0,4,196,2,1716,8192,65535,1,32,0,0,0,0,0,0,0,0,BENIGN
13.22.193.205-192.168.10.8-443-37655-6,192.168.10.8,37655,13.22.193.205,443,6,6/7/2017 4:04:00,5982923,15,5,1325,1101,186,52,88.3123,66.6426,489,59,220.274,141.192,405.4874181065008,3.34284763484337,314891,1.1727e+06,1901494,35309,5829973,416427,1.42758e+06,3097816,66113,3781398,945349,3.63962e+06,3781398,125284,0,0,0,0,300,100,2.50714,0.835712,52,489,115.524,107.765,11613.2,0,0,0,0,1,0,0,0,0,121.3,88.3123,220.274,300,0,0,0,0,0,0,15,1325,5,1101,64240,4380,10,20,53363.5,0,53363,53363,2.31446e+06,0,2314460,2314460,BENIGN
192.168.10.41-192.168.10.25-53-58136-17,192.168.10.25,58136,192.168.10.41,53,17,6/7/2017 4:04:56,300048,1,3,43,667,43,43,43.1919,0,335,183,222.439,50.0213,2366.288060576974,13.331200341278729,100016,30004.8,153426,5586,0,0,0,0,0,292235,146118,45978.8,210434,27976,0,0,0,0,8,24,3.3328,9.9984,43,335,142,95.7611,9170.19,0,0,0,0,0,0,0,0,3,177.5,43.1919,222.439,8,0,0,0,0,0,0,1,43,3,667,-1,-1,1,8,0,0,0,0,0,0,0,0,BENIGN
104.200.95.176-192.168.10.17-8080-36042-6,192.168.10.17,36042,104.200.95.176,8080,6,6/7/2017 4:05:27,19130476,5,5,589,5055,213,81,117.832,42.54,1514,424,1011.01,476.179,295.02663707897284,0.5227261464900298,2.12561e+06,3.69053e+06,12138423,432163,17682650,4.42066e+06,8.02047e+06,17682650,1287575,15427250,3.85681e+06,6.27758e+06,15427250,376645,0,0,0,0,160,160,0.261363,0.261363,81,1514,513.091,562.456,316357,0,0,0,0,0,0,0,0,1,564.4,117.832,1011.01,160,0,0,0,0,0,0,5,589,5,5055,65535,5840,3,32,3.8261e+06,0,3826095,3826095,1.05027e+07,0,10502655,10502655,BENIGN
192.168.10.22-192.168.10.5-443-27245-6,192.168.10.5,27245,192.168.10.22,443,6,6/7/2017 4:08:06,2088142,5,8,2130,9042,746,128,426.089,211.96,1902,880,1130.26,428.187,5350.210857307597,6.225630249283813,174012,193660,736494,27310,2077814,519453,502430,1679803,88960,1761483,251640,280764,826876,65663,0,0,0,0,100,160,2.39447,3.83116,128,1902,798,501.241,251242,1,0,0,0,0,0,0,0,1,859.385,426.089,1130.26,100,0,0,0,0,0,0,5,2130,8,9042,29200,4380,3,20,0,0,0,0,0,0,0,0,BENIGN
13.126.56.78-192.168.10.8-8080-54469-6,192.168.10.8,54469,13.126.56.78,8080,6,6/7/2017 4:08:25,66239,3,6,354,6134,181,51,117.93,47.3429,1953,527,1022.27,800.847,97948.33859206812,135.87161641933,8279.88,9480.49,18687,535,43871,21935.5,28111.9,43871,4377,65083,13016.6,13303.9,52748,3436,0,0,0,0,96,192,45.2905,90.5811,51,1953,648.8,784.376,615246,0,0,0,1,0,0,0,0,2,720.889,117.93,1022.27,96,0,0,0,0,0,0,3,354,6,6134,65535,28960,2,32,0,0,0,0,0,0,0,0,BENIGN
151.109.16.187-192.168.10.9-53-62509-17,192.168.10.9,62509,151.109.16.187,53,17,6/7/2017 4:09:25,63311,2,2,86,147,52,38,42.9895,3.9115,100,65,73.4186,11.221,3680.245139075358,63.18017406137954,21103.7,6331.1,30940,2296,39205,39205.4,0,39205,6247,53313,53313,0,53313,2440,0,0,0,0,16,16,31.5901,31.5901,38,100,46.6,20.8984,436.742,0,0,0,0,0,0,0,0,1,58.25,42.9895,73.4186,16,0,0,0,0,0,0,2,86,2,147,-1,-1,2,8,0,0,0,0,0,0,0,0,BENIGN
192.168.10.33-192.168.10.25-443-1126-6,192.168.10.25,1126,192.168.10.33,443,6,6/7/2017 4:09:41,40340784,3,2,145,1065,97,1,48.368,36.6782,1257,0,532.455,439.295,29.994459205354065,0.12394404630311598,1.00852e+07,1.39369e+07,37765274,2475564,39148286,1.95741e+07,2.72293e+07,39148286,3170613,26153702,2.61537e+07,0,26153702,2359920,0,0,0,0,96,64,0.0743664,0.0495776,0,1257,201.667,368.602,135868,0,0,0,0,0,0,0,0,0,242,48.368,532.455,96,0,0,0,0,0,0,3,145,2,1065,65535,28960,2,32,625101,0,625101,625101,1.7926e+07,0,17925972,17925972,BENIGN
52.60.157.248-192.168.10.3-54624-5991-6,192.168.10.3,5991,52.60.157.248,54624,6,6/7/2017 4:10:35,14666048,4,4,266,696,184,34,66.5726,50.481,515,60,173.989,141.771,65.59367595142194,0.5454775546895796,2.09515e+06,1.92183e+06,4118462,487813,10814715,3.60491e+06,3.36791e+06,10814715,748581,13970950,4.65698e+06,4.71347e+06,13970950,761236,1,0,0,0,80,80,0.272739,0.272739,34,515,106.889,119.948,14387.5,1,0,0,1,1,0,0,0,1,120.25,66.5726,173.989,80,0,0,0,0,0,0,4,266,4,696,8192,28960,1,20,1.00221e+06,475388,1712394,545412,4.47319e+06,1.31322e+06,5852525,3163652,BENIGN
199.143.23.183-192.168.10.9-443-50355-6,192.168.10.9,50355,199.143.23.183,443,6,6/7/2017 4:11:03,3368794,8,26,1065,3124,311,24,133.138,94.0267,201,21,120.14,75.2092,1243.4716993677855,10.092632556339153,102085,179606,504024,2492,2626010,375144,637694,1517887,104868,2064019,82560.8,154054,491019,5163,0,0,0,0,160,520,2.37474,7.7179,21,311,119.686,80.3024,6448.48,0,1,0,0,1,0,0,0,3,123.206,133.138,120.14,160,0,0,0,0,0,0,8,1065,26,3124,65535,5840,3,20,0,0,0,0,0,0,0,0,BENIGN
151.132.61.43-192.168.10.17-443-54958-6,192.168.10.17,54958,151.132.61.43,443,6,6/7/2017 4:11:04,6178430,16,8,1321,958,212,40,82.5746,59.1827,184,52,119.765,46.9667,368.86393468890964,3.884481980049948,268627,364524,843212,55210,4820322,321355,495074,1574713,93006,4322642,617520,673163,1388191,28473,0,0,0,0,512,256,2.58965,1.29483,40,212,91.16,58.243,3392.25,1,0,0,0,1,0,0,0,0,94.9583,82.5746,119.765,512,0,0,0,0,0,0,16,1321,8,958,29200,5840,10,32,741894,0,741894,741894,3.69843e+06,842761,4663684,3127765,BENIGN
216.208.40.150-192.168.10.15-45497-23388-6,192.168.10.15,23388,216.208.40.150,45497,6,6/7/2017 4:11:07,64799917,8,16,535,5200,133,0,66.8344,49.2606,608,111,324.971,156.487,88.50319978033305,0.3703708447651252,2.81739e+06,4.18061e+06,10350937,41255,41719021,5.95986e+06,8.81857e+06,15472360,1061996,33643651,2.24291e+06,2.68191e+06,7523374,602414,0,0,0,0,256,512,0.123457,0.246914,0,608,229.4,178.977,32032.7,0,0,0,0,0,0,0,0,2,238.958,66.8344,324.971,256,0,0,0,0,0,0,8,535,16,5200,29200,0,3,32,25110.6,7764.06,35182,18626,4.82576e+07,0,48257620,48257620,BENIGN
192.168.10.47-192.168.10.9-80-20989-6,192.168.10.9,20989,192.168.10.47,80,6,6/7/2017 4:11:19,62046,10,4,3030,786,427,151,303.008,110.157,385,0,196.516,157.432,61502.756019727305,225.63904200109596,4772.77,5079.72,15705,771,43546,4838.43,4936.23,18410,447,34039,11346.4,11073.2,23880,2650,0,0,0,0,320,128,161.171,64.4683,0,427,254.4,135.624,18393.9,1,0,0,1,1,0,0,0,0,272.571,303.008,196.516,320,0,0,0,0,0,0,10,3030,4,786,8192,65535,5,32,0,0,0,0,0,0,0,0,BENIGN
13.52.63.54-192.168.10.19-5353-36637-6,192.168.10.19,36637,13.52.63.54,5353,6,6/7/2017 4:11:47,1392215,6,1,717,74,284,45,119.512,80.7738,74,74,73.9716,0,568.1593719360875,5.0279590436821895,232036,516784,1164557,56351,891522,178304,403542,891522,13518,0,0,0,0,0,0,0,0,0,192,32,4.30968,0.71828,45,284,98.875,77.756,6045.99,0,0,0,1,0,0,0,0,0,113,119.512,73.9716,192,0,0,0,0,0,0,6,717,1,74,65535,0,2,32,0,0,0,0,0,0,0,0,BENIGN
8.26.186.109-192.168.10.16-443-10335-6,192.168.10.16,10335,8.26.186.109,443,6,6/7/2017 4:12:03,1338550,19,7,2073,6270,247,0,109.101,91.2596,2011,207,895.644,690.337,6232.863919913339,19.424003585969892,53542,78933,282761,2057,1263981,70221.2,121438,338113,2361,908944,151491,206248,633358,12187,1,0,0,0,380,140,14.1945,5.22954,0,2011,309,506.211,256249,0,0,0,1,0,0,0,0,0,320.885,109.101,895.644,380,0,0,0,0,0,0,19,2073,7,6270,29200,-1,6,20,0,0,0,0,0,0,0,0,BENIGN
192.168.10.16-192.168.10.16-53-45288-17,192.168.10.16,45288,192.168.10.16,53,17,6/7/2017 4:12:10,36983,1,1,48,226,48,48,47.9239,0,226,226,225.837,0,7408.809452991915,54.07890111672931,36983,0,36983,1383,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,27.0395,27.0395,48,226,91.3333,99.9389,9987.78,0,0,0,0,0,0,0,0,1,137,47.9239,225.837,8,0,0,0,0,0,0,1,48,1,226,-1,-1,1,8,0,0,0,0,0,0,0,0,BENIGN
216.108.79.67-192.168.10.5-54624-39851-6,192.168.10.5,39851,216.108.79.67,54624,6,6/7/2017 4:12:14,228152,1,3,174,256,174,174,174.275,0,187,20,85.1791,60.0413,1884.7084399873768,17.532171534766295,76050.7,67812.4,160708,11017,0,0,0,0,0,132182,66091,62424.9,132182,7690,0,0,0,0,32,96,4.38304,13.1491,20,187,86,68.2082,4652.36,0,0,0,0,0,0,0,0,3,107.5,174.275,85.1791,32,0,0,0,0,0,0,1,174,3,256,8192,28960,1,32,0,0,0,0,0,0,0,0,BENIGN
199.108.253.61-192.168.10.14-53-52500-17,192.168.10.14,52500,199.108.253.61,53,17,6/7/2017 4:12:45,5259,2,3,57,361,32,26,28.4973,2.8519,160,95,120.497,22.2776,79482.79140521011,950.7510933637574,1314.75,394.425,2152,249,4699,4698.57,0,4699,1074,4037,2018.37,720.186,3637,294,0,0,0,0,16,24,380.3,570.451,26,160,69.6667,50.2917,2529.25,0,0,0,0,0,0,0,0,1,83.6,28.4973,120.497,16,0,0,0,0,0,0,2,57,3,361,-1,-1,2,8,0,0,0,0,0,0,0,0,BENIGN
216.212.154.248-192.168.10.15-443-60134-6,192.168.10.15,60134,216.212.154.248,443,6,6/7/2017 4:13:25,1938269,9,9,1640,7005,315,106,182.219,85.8778,1499,281,778.279,356.648,4460.1652299035895,9.286636684588156,114016,155273,385215,11638,1935959,241995,374655,1295179,21947,1927477,240935,352367,926835,40423,0,0,0,0,180,180,4.64332,4.64332,106,1499,455,395.911,156746,1,0,0,0,0,0,0,0,1,480.278,182.219,778.279,180,0,0,0,0,0,0,9,1640,9,7005,29200,4380,6,20,0,0,0,0,0,0,0,0,BENIGN
104.7.87.22-192.168.10.25-443-24289-6,192.168.10.25,24289,104.7.87.22,443,6,6/7/2017 4:13:42,3496645,6,3,530,1202,148,31,88.369,49.2172,801,203,400.539,210.844,495.331953915825,2.5738958344355805,437081,303249,769282,123541,3204712,640942,471722,1504370,184949,3159348,1.57967e+06,1.1001e+06,2981809,117493,0,0,0,0,192,96,1.71593,0.857965,31,801,173.2,196.108,38458.5,0,0,0,0,0,0,0,0,0,192.444,88.369,400.539,192,0,0,0,0,0,0,6,530,3,1202,64240,4380,2,32,0,0,0,0,0,0,0,0,BENIGN
199.113.161.143-192.168.10.5-53-34590-17,192.168.10.5,34590,199.113.161.143,53,17,6/7/2017 4:14:09,333911,2,2,58,74,38,25,28.8787,3.9655,51,29,36.8223,9.495,395.3149192449485,11.97923997711965,111304,33391.1,149039,8641,207527,207527,0,207527,46524,329725,329725,0,329725,81826,0,0,0,0,16,16,5.98962,5.98962,25,51,26.4,10.5035,110.324,0,0,0,0,0,0,0,0,1,33,28.8787,36.8223,16,0,0,0,0,0,0,2,58,2,74,-1,-1,2,8,0,0,0,0,0,0,0,0,BENIGN
172.159.192.82-192.168.10.15-443-28619-6,192.168.10.15,28619,172.159.192.82,443,6,6/7/2017 4:14:31,348844,9,28,455,51843,117,23,50.5652,32.657,3455,1423,1851.55,832.173,149918.01492930937,106.06460194241552,9690.11,12107.4,26229,2230,299629,37453.6,46176.5,126212,4843,189390,7014.43,8484.47,30102,341,0,0,0,0,180,560,25.7995,80.2651,23,3455,1376.26,1059.61,1.12277e+06,0,0,0,0,0,0,0,0,3,1413.46,50.5652,1851.55,180,0,0,0,0,0,0,9,455,28,51843,29200,28960,3,20,0,0,0,0,0,0,0,0,BENIGN
216.120.224.92-192.168.10.19-443-26868-6,192.168.10.19,26868,216.120.224.92,443,6,6/7/2017 4:14:37,929998,7,26,722,24052,162,53,103.171,44.9509,1720,635,925.058,480.235,26638.76696509025,35.48394727730597,29062.4,53026.9,181271,3524,613678,102280,162578,485738,3032,486776,19471.1,35488.7,94305,2276,0,0,0,0,140,520,7.5269,27.957,53,1720,728.647,543.612,295514,0,0,0,1,0,0,0,0,3,750.727,103.171,925.058,140,0,0,0,0,0,0,7,722,26,24052,8192,28960,4,20,0,0,0,0,0,0,0,0,BENIGN
199.11.120.24-192.168.10.8-123-65270-17,192.168.10.8,65270,199.11.120.24,123,17,6/7/2017 4:15:12,57180,2,1,80,40,50,36,39.9167,4.1901,40,40,40.12,0,2098.6358866736623,52.46589716684155,28590,8577,51084,4842,45682,45682.1,0,45682,4069,0,0,0,0,0,0,0,0,0,16,8,34.9773,17.4886,36,50,30,10.5548,111.403,0,0,0,0,0,0,0,0,0,40,39.9167,40.12,16,0,0,0,0,0,0,2,80,1,40,-1,-1,2,8,0,0,0,0,0,0,0,0,BENIGN
91.133.233.72-192.168.10.9-53-2620-17,192.168.10.9,2620,91.133.233.72,53,17,6/7/2017 4:16:11,75129,3,1,106,98,45,30,35.4896,3.9642,98,98,97.5424,0,2715.3296330311864,53.24175751041542,25043,7512.9,32619,1819,45363,22681.4,6900.04,39557,334,0,0,0,0,0,0,0,0,0,24,8,39.9313,13.3104,30,98,40.8,28.9458,837.861,0,0,0,0,0,0,0,0,0,51,35.4896,97.5424,24,0,0,0,0,0,0,3,106,1,98,-1,-1,3,8,0,0,0,0,0,0,0,0,BENIGN
